max_temp,min_temp,avg_temp,max_wind,total_precip,total_snow,avg_visibility,avg_humidity,condition,uv_index
31.1,23.1,26.2,32.4,1.7,0.0,10.0,69,6,7.0
31.8,23.2,26.4,31.2,0.7,0.0,10.0,69,3,7.0
30.7,22.9,26.1,34.6,0.3,0.0,10.0,70,5,7.0
31.0,22.5,26.0,28.1,0.8,0.0,10.0,70,6,7.0
29.9,22.5,25.7,28.4,0.7,0.0,10.0,70,6,6.0
32.6,21.4,26.3,26.3,0.0,0.0,10.0,65,5,8.0
33.0,21.3,26.4,23.2,0.0,0.0,10.0,63,5,8.0
33.1,21.3,26.5,24.8,0.0,0.0,10.0,63,7,8.0
32.8,21.2,26.1,23.7,0.7,0.0,10.0,66,6,7.0
30.5,21.9,25.5,22.4,1.1,0.0,10.0,68,6,7.0
28.8,21.7,24.6,21.9,9.1,0.0,10.0,68,0,6.0
25.5,21.3,23.2,20.9,10.3,0.0,10.0,75,0,6.0
24.0,21.1,22.5,17.3,4.1,0.0,9.7,81,3,5.0
24.6,21.5,22.8,18.7,12.6,0.0,9.7,79,0,5.0
23.3,20.9,21.7,16.6,30.35,0.0,8.1,89,0,5.0
24.6,21.5,22.6,24.5,23.2,0.0,10.0,85,0,5.0
22.7,20.8,21.8,26.6,47.6,0.0,9.6,89,0,5.0
24.6,20.9,22.3,21.2,16.1,0.0,10.0,88,3,5.0
23.9,21.2,22.4,13.3,9.2,0.0,10.0,89,3,5.0
24.7,21.2,22.9,14.0,2.5,0.0,10.0,87,6,5.0
27.6,21.3,23.9,19.4,2.6,0.0,9.3,81,3,6.0
24.8,21.5,22.7,17.3,17.1,0.0,9.1,87,0,5.0
22.6,21.1,21.7,20.2,45.88,0.0,7.9,91,0,5.0
22.5,20.5,21.6,26.6,58.2,0.0,7.3,93,0,5.0
24.0,20.9,22.0,28.4,11.3,0.0,10.0,90,3,5.0
23.9,20.9,22.2,21.6,4.3,0.0,10.0,88,6,5.0
26.5,20.8,23.0,23.8,2.1,0.0,10.0,83,6,6.0
27.1,20.5,23.4,23.4,1.1,0.0,10.0,77,6,6.0
24.7,20.4,22.6,16.9,4.0,0.0,10.0,81,3,5.0
27.1,20.2,23.3,22.3,6.5,0.0,10.0,78,0,6.0
26.1,21.0,23.0,22.7,7.3,0.0,10.0,81,0,6.0
26.6,20.5,22.9,26.3,1.9,0.0,10.0,79,6,6.0
23.9,20.5,21.8,13.2,3.1,0.0,9.3,88,3,5.0
22.3,19.9,21.2,17.6,7.3,0.0,7.9,89,3,5.0
22.3,20.4,21.5,18.7,28.2,0.0,10.0,89,0,5.0
22.0,20.0,21.1,24.1,36.0,0.0,6.9,90,0,5.0
22.3,19.9,21.1,23.1,5.2,0.0,8.2,91,3,5.0
22.7,20.6,21.4,19.4,13.5,0.0,9.3,92,0,5.0
22.4,20.0,21.2,22.0,19.5,0.0,6.5,92,0,5.0
22.2,21.2,21.6,27.7,55.8,0.0,8.0,94,0,5.0
22.6,20.4,21.3,24.8,24.05,0.0,9.3,94,0,5.0
21.5,20.4,21.0,15.5,21.4,0.0,8.0,95,0,5.0
22.2,20.2,21.1,16.6,42.0,0.0,6.6,94,0,5.0
21.9,20.6,21.2,22.7,51.65,0.0,7.6,94,0,5.0
22.6,19.6,21.0,23.6,10.55,0.0,7.1,92,3,5.0
24.0,20.0,21.9,25.9,5.3,0.0,10.0,86,6,5.0
23.6,20.3,21.6,18.4,4.6,0.0,9.3,92,6,5.0
24.1,20.2,21.7,18.8,9.0,0.0,6.0,95,0,5.0
24.1,20.3,22.0,27.0,3.2,0.0,10.0,88,6,5.0
23.2,20.5,21.6,22.3,2.7,0.0,9.7,91,6,5.0
23.3,20.3,21.6,27.7,4.3,0.0,10.0,91,6,5.0
23.2,20.3,21.5,21.1,3.5,0.0,10.0,91,6,5.0
23.6,20.4,22.1,20.5,2.6,0.0,10.0,87,6,5.0
25.2,20.5,22.4,31.3,2.0,0.0,10.0,83,6,6.0
24.4,20.3,22.0,29.9,1.2,0.0,10.0,87,6,5.0
24.2,20.4,22.2,27.7,1.1,0.0,10.0,85,6,5.0
25.6,20.3,22.7,24.5,1.0,0.0,10.0,82,6,6.0
26.1,20.2,22.7,23.8,1.5,0.0,10.0,83,6,6.0
26.4,19.7,22.7,21.2,0.3,0.0,10.0,82,6,6.0
25.7,19.5,22.2,23.4,1.1,0.0,8.6,83,6,6.0
24.3,19.6,21.6,19.1,1.2,0.0,10.0,85,6,5.0
25.0,20.2,22.2,24.5,0.2,0.0,10.0,81,6,6.0
25.1,19.4,22.1,20.9,0.0,0.0,10.0,82,4,6.0
26.1,19.4,22.3,21.2,2.1,0.0,8.6,82,3,6.0
26.3,19.0,22.3,21.6,1.4,0.0,8.0,82,6,6.0
25.3,18.9,21.8,19.1,0.4,0.0,9.7,83,6,6.0
22.4,19.7,20.8,13.3,1.95,0.0,8.8,92,0,5.0
22.9,19.6,21.3,14.0,1.3,0.0,6.7,92,6,5.0
26.4,19.6,22.5,22.7,1.3,0.0,8.3,82,6,6.0
27.1,18.6,22.5,22.0,1.0,0.0,8.0,81,6,6.0
26.4,19.2,22.3,23.0,0.7,0.0,7.7,82,6,6.0
25.2,19.4,22.1,21.2,1.9,0.0,9.0,84,6,6.0
25.7,19.7,22.2,24.8,1.5,0.0,9.9,83,1,6.0
25.9,19.8,22.5,28.8,0.7,0.0,10.0,80,1,6.0
25.2,20.0,22.0,18.7,3.3,0.0,10.0,85,1,6.0
26.4,19.8,22.2,25.6,0.6,0.0,8.3,84,6,6.0
26.1,19.9,22.1,19.8,1.5,0.0,9.5,84,6,6.0
28.5,19.5,23.2,17.3,0.9,0.0,8.6,79,6,6.0
29.6,19.0,23.7,20.2,4.1,0.0,7.8,77,6,6.0
27.7,20.4,23.9,11.2,28.6,0.0,8.9,79,0,6.0
27.8,20.6,23.7,13.0,26.3,0.0,9.0,83,0,6.0
26.4,20.2,23.0,13.7,25.1,0.0,7.3,86,0,6.0
26.7,20.4,22.6,15.1,21.5,0.0,9.5,84,0,6.0
27.5,19.3,22.8,15.1,0.1,0.0,8.7,80,5,7.0
27.1,19.7,22.7,18.7,1.1,0.0,9.0,82,1,6.0
25.8,19.7,22.4,19.1,3.8,0.0,7.0,86,1,6.0
21.8,19.6,20.8,14.8,2.1,0.0,8.0,91,1,5.0
25.4,19.4,21.9,23.8,0.8,0.0,6.9,90,1,6.0
26.0,19.8,22.4,24.8,0.8,0.0,6.8,86,1,6.0
26.2,19.5,22.3,21.2,0.9,0.0,6.6,86,6,6.0
26.2,19.4,22.2,28.1,0.0,0.0,8.0,83,5,6.0
26.0,18.4,21.8,25.6,0.0,0.0,7.7,85,2,6.0
27.3,18.9,22.3,23.8,0.0,0.0,6.7,83,2,6.0
25.4,19.2,21.9,21.2,0.0,0.0,7.7,86,2,6.0
22.4,20.1,21.2,22.3,1.1,0.0,10.0,89,1,5.0
24.5,20.2,21.5,27.0,0.8,0.0,9.7,87,6,5.0
25.0,20.1,22.0,22.7,0.4,0.0,9.0,85,6,6.0
25.7,20.2,22.4,23.4,1.06,0.0,9.3,87,6,6.0
25.9,20.7,22.8,21.2,0.51,0.0,9.3,83,6,6.0
27.2,20.6,22.8,18.0,6.86,0.0,7.3,87,1,6.0
23.3,20.4,21.5,10.1,1.95,0.0,6.0,92,6,5.0
26.6,19.4,22.4,16.2,8.42,0.0,6.3,87,1,6.0
26.5,19.3,22.3,19.4,1.38,0.0,7.0,86,1,6.0
26.2,18.7,22.0,16.2,3.88,0.0,6.2,86,1,6.0
25.9,19.9,22.5,9.7,8.16,0.0,7.3,86,1,6.0
25.5,20.4,22.4,9.4,13.85,0.0,9.9,87,1,6.0
26.8,20.2,23.2,8.3,22.25,0.0,8.5,85,0,6.0
27.4,21.1,23.7,6.5,26.53,0.0,9.5,83,0,6.0
26.5,19.5,23.0,13.0,14.38,0.0,6.7,87,1,6.0
25.7,20.4,22.2,13.0,11.52,0.0,6.1,90,0,6.0
25.7,19.9,22.1,11.2,1.44,0.0,8.3,85,1,6.0
27.6,18.8,22.5,10.1,2.41,0.0,8.8,82,6,6.0
25.9,19.6,22.4,10.1,6.11,0.0,8.6,83,1,6.0
27.3,19.5,22.9,12.2,1.76,0.0,8.8,80,6,6.0
27.6,18.9,22.7,10.8,0.3,0.0,10.0,77,6,6.0
29.5,19.7,24.2,9.0,0.29,0.0,10.0,71,6,6.0
29.5,19.8,24.2,8.3,0.05,0.0,10.0,68,6,6.0
29.9,19.8,24.2,8.3,0.01,0.0,10.0,68,6,6.0
30.2,20.0,24.7,13.3,0.05,0.0,10.0,67,6,7.0
29.5,21.1,25.0,10.1,0.05,0.0,9.8,67,8,6.0
28.0,22.0,24.8,13.0,0.33,0.0,10.0,66,6,6.0
30.4,20.9,25.2,12.6,0.01,0.0,10.0,60,5,7.0
30.3,20.7,25.1,9.4,0.0,0.0,10.0,59,5,8.0
29.2,21.5,24.6,7.6,0.08,0.0,10.0,61,6,6.0
29.3,21.2,24.9,8.6,0.33,0.0,10.0,62,6,6.0
26.8,21.1,23.8,6.8,1.09,0.0,9.9,67,6,6.0
30.2,22.2,25.3,10.1,0.02,0.0,10.0,59,6,7.0
30.0,20.9,25.3,13.0,0.0,0.0,10.0,57,5,7.0
29.3,20.7,24.7,13.0,0.0,0.0,10.0,58,4,6.0
29.8,21.4,25.1,14.0,0.0,0.0,10.0,58,4,6.0
27.8,21.4,24.1,10.4,0.0,0.0,10.0,56,5,7.0
29.7,19.3,24.0,12.6,0.0,0.0,10.0,48,7,7.0
29.4,18.6,23.7,11.2,0.0,0.0,10.0,50,5,7.0
29.3,18.8,23.7,9.4,0.0,0.0,10.0,50,5,7.0
29.0,18.5,23.0,17.3,0.0,0.0,10.0,42,7,7.0
28.3,16.9,22.4,14.0,0.0,0.0,10.0,40,7,7.0
28.7,17.5,22.6,8.6,0.0,0.0,10.0,44,7,7.0
29.4,17.8,23.2,10.4,0.0,0.0,10.0,46,7,7.0
29.2,19.1,24.0,11.9,0.94,0.0,9.9,54,6,6.0
28.0,19.8,23.7,10.1,1.64,0.0,9.8,64,6,6.0
30.4,19.5,24.7,9.0,0.03,0.0,10.0,53,6,7.0
30.0,18.3,23.7,9.0,0.0,0.0,10.0,46,7,8.0
30.2,18.2,23.7,9.7,0.0,0.0,10.0,46,7,8.0
30.2,19.1,24.4,12.2,0.0,0.0,10.0,47,5,8.0
29.9,20.1,25.1,11.5,0.0,0.0,10.0,51,5,6.0
29.3,19.0,23.9,13.0,0.0,0.0,10.0,45,7,7.0
29.4,18.3,23.5,10.8,0.01,0.0,10.0,58,5,7.0
28.4,20.0,24.3,13.7,0.43,0.0,10.0,63,6,6.0
27.0,20.4,23.5,15.8,1.09,0.0,9.7,73,6,6.0
27.0,19.7,23.2,12.2,10.86,0.0,9.8,76,1,6.0
26.5,18.6,22.0,11.5,8.22,0.0,9.2,77,2,6.0
27.9,19.7,23.4,15.1,0.0,0.0,10.0,59,7,7.0
26.3,19.5,22.7,11.9,0.0,0.0,10.0,62,5,7.0
28.1,19.1,23.3,9.4,0.0,0.0,10.0,57,5,7.0
28.3,17.9,22.5,9.4,0.0,0.0,10.0,49,7,7.0
28.0,17.3,22.2,7.6,0.0,0.0,10.0,47,7,7.0
27.9,16.9,22.0,9.7,0.0,0.0,10.0,50,7,7.0
29.2,18.2,23.4,9.0,0.0,0.0,10.0,52,7,7.0
30.0,20.1,24.6,14.0,0.0,0.0,10.0,55,5,7.0
29.1,19.7,24.3,12.6,0.0,0.0,10.0,53,5,6.0
28.9,19.5,23.7,12.2,0.0,0.0,10.0,49,7,7.0
29.0,17.1,22.6,9.0,0.0,0.0,10.0,44,7,7.0
29.7,18.7,24.1,9.4,0.0,0.0,10.0,48,5,6.0
29.0,22.4,25.1,13.3,0.82,0.0,9.9,61,6,6.0
28.0,20.4,24.0,14.8,3.29,0.0,9.4,70,1,6.0
27.3,20.0,23.6,23.0,3.09,0.0,9.9,67,6,6.0
25.0,17.7,20.9,9.4,2.7,0.0,10.0,83,1,6.0
27.2,18.5,22.4,13.0,3.09,0.0,9.7,74,6,6.0
27.6,18.8,22.8,13.0,0.66,0.0,10.0,74,6,6.0
28.7,19.2,23.4,14.4,0.19,0.0,10.0,69,6,6.0
29.4,18.7,23.6,12.2,0.0,0.0,10.0,65,4,6.0
28.0,19.0,23.2,14.4,0.01,0.0,10.0,63,5,6.0
27.7,18.5,22.9,11.5,0.0,0.0,10.0,60,5,7.0
28.1,18.2,22.8,14.0,0.0,0.0,10.0,56,7,7.0
27.4,17.3,21.7,16.9,0.0,0.0,10.0,59,7,7.0
27.1,17.0,21.7,15.8,0.3,0.0,10.0,71,5,7.0
26.9,17.7,22.5,7.2,0.04,0.0,10.0,61,5,6.0
27.2,17.5,22.7,11.5,0.0,0.0,10.0,64,5,7.0
27.6,17.0,22.0,12.2,0.0,0.0,10.0,62,5,7.0
28.6,18.6,23.4,11.5,0.0,0.0,10.0,58,5,7.0
28.1,18.1,22.7,10.1,0.0,0.0,10.0,56,7,7.0
27.9,17.7,22.1,10.4,0.0,0.0,10.0,52,7,7.0
27.8,16.8,21.7,11.2,0.0,0.0,10.0,49,7,7.0
27.1,15.9,20.9,13.3,0.0,0.0,10.0,52,7,7.0
26.2,14.6,19.9,10.4,0.0,0.0,10.0,48,7,7.0
26.5,15.6,20.8,10.8,0.0,0.0,10.0,53,7,7.0
26.1,17.3,21.8,13.7,1.54,0.0,10.0,65,1,6.0
26.6,19.4,23.3,16.9,0.11,0.0,10.0,63,5,7.0
24.3,17.6,20.8,11.9,0.0,0.0,10.0,54,5,6.0
25.2,16.5,20.4,10.1,0.0,0.0,10.0,46,5,7.0
28.3,16.2,21.8,10.8,0.0,0.0,10.0,39,7,7.0
29.2,17.5,22.8,8.6,0.0,0.0,10.0,33,5,7.0
29.4,17.0,22.5,11.9,0.0,0.0,10.0,30,7,7.0
29.1,16.0,21.9,15.5,0.0,0.0,10.0,31,7,7.0
29.0,16.5,22.0,13.3,0.0,0.0,10.0,42,4,6.0
29.9,16.6,22.4,10.1,0.0,0.0,10.0,41,7,7.0
29.7,16.9,22.5,9.7,0.0,0.0,10.0,39,7,7.0
29.4,16.1,22.0,12.2,0.0,0.0,10.0,41,7,7.0
29.0,15.6,21.5,11.9,0.0,0.0,10.0,39,7,7.0
28.7,15.2,21.3,11.9,0.0,0.0,10.0,40,7,7.0
28.4,16.5,22.2,12.6,0.0,0.0,10.0,40,7,7.0
28.3,16.6,21.8,13.0,0.0,0.0,10.0,41,7,7.0
29.0,16.6,22.2,13.3,0.0,0.0,10.0,43,7,7.0
28.7,17.0,22.2,15.1,0.0,0.0,10.0,45,5,7.0
26.3,17.7,21.8,10.4,0.02,0.0,10.0,57,5,6.0
27.3,16.2,21.4,16.2,0.08,0.0,10.0,61,6,6.0
28.5,17.2,21.8,9.4,0.0,0.0,10.0,42,5,7.0
28.8,16.9,22.9,19.1,0.0,0.0,10.0,46,5,7.0
28.6,16.7,22.8,19.1,0.02,0.0,10.0,47,5,7.0
27.7,18.8,22.6,18.0,1.02,0.0,9.9,66,6,6.0
29.0,20.2,24.3,12.6,0.07,0.0,10.0,55,4,6.0
29.4,19.0,24.4,13.0,0.0,0.0,10.0,48,5,7.0
30.8,19.5,24.4,12.2,0.0,0.0,10.0,43,7,8.0
31.0,19.5,24.3,9.7,0.0,0.0,10.0,44,5,8.0
31.4,18.1,23.9,10.8,0.0,0.0,10.0,38,7,8.0
30.6,16.5,22.7,13.7,0.0,0.0,10.0,35,7,8.0
30.3,16.5,21.8,20.5,0.0,0.0,10.0,37,7,8.0
28.7,15.1,20.5,22.0,0.0,0.0,10.0,42,7,7.0
28.0,13.6,19.5,18.4,0.0,0.0,10.0,49,7,7.0
28.6,14.0,20.5,23.0,0.0,0.0,10.0,47,7,7.0
28.6,15.4,20.9,24.1,0.0,0.0,10.0,49,7,7.0
29.3,14.4,20.5,10.1,0.0,0.0,10.0,41,7,7.0
30.5,15.5,21.3,18.4,0.0,0.0,10.0,45,7,8.0
28.6,14.2,20.4,13.0,0.0,0.0,10.0,41,7,7.0
28.0,14.3,20.5,11.9,0.0,0.0,10.0,30,7,7.0
28.4,14.0,20.7,10.8,0.0,0.0,10.0,27,7,7.0
29.9,16.2,22.3,11.5,0.0,0.0,10.0,36,7,7.0
30.3,17.8,23.1,11.5,0.0,0.0,10.0,39,7,8.0
29.1,16.9,22.2,12.6,0.0,0.0,10.0,45,7,7.0
29.1,16.1,22.3,10.4,0.0,0.0,10.0,46,7,7.0
30.9,17.3,22.6,21.2,0.0,0.0,10.0,38,7,8.0
29.9,16.7,21.8,23.0,0.0,0.0,10.0,43,7,7.0
28.4,13.3,20.1,21.2,0.0,0.0,10.0,48,7,7.0
29.4,14.7,21.4,14.4,0.0,0.0,10.0,46,7,7.0
31.2,16.6,23.4,12.2,0.0,0.0,10.0,30,7,8.0
31.5,18.2,24.5,12.2,0.0,0.0,10.0,29,7,8.0
33.1,19.8,25.4,14.0,0.0,0.0,10.0,33,7,8.0
32.9,19.9,25.6,13.3,0.0,0.0,10.0,37,7,8.0
33.7,19.8,25.8,23.0,0.0,0.0,10.0,37,7,8.0
32.7,18.9,25.4,13.7,0.0,0.0,10.0,32,7,8.0
33.2,19.6,25.3,14.4,0.0,0.0,10.0,30,7,8.0
32.8,18.9,24.9,23.8,0.0,0.0,10.0,27,7,8.0
32.8,18.3,24.4,26.6,0.0,0.0,10.0,25,7,8.0
32.9,18.8,24.4,23.8,0.0,0.0,10.0,24,7,8.0
31.9,18.4,24.0,13.3,0.0,0.0,10.0,27,7,8.0
29.9,18.1,23.5,10.4,0.0,0.0,10.0,24,7,7.0
31.9,18.8,24.7,17.3,0.0,0.0,10.0,27,7,8.0
32.2,20.3,25.9,16.2,0.0,0.0,10.0,30,7,8.0
32.7,19.9,25.2,18.7,0.0,0.0,10.0,30,7,8.0
32.9,18.5,24.4,29.9,0.0,0.0,10.0,32,7,8.0
32.0,18.7,24.1,25.9,0.0,0.0,10.0,33,7,8.0
31.9,16.9,23.3,27.0,0.0,0.0,10.0,29,7,8.0
34.2,19.0,26.0,12.6,0.0,0.0,10.0,40,7,8.0
36.2,19.8,26.7,14.4,0.0,0.0,10.0,41,7,9.0
35.1,19.3,26.4,9.7,0.0,0.0,10.0,48,7,9.0
34.6,18.7,26.2,13.7,0.0,0.0,10.0,28,7,8.0
33.5,17.8,25.3,12.6,0.0,0.0,10.0,17,5,8.0
34.2,18.0,25.6,10.6,0.0,0.0,10.0,19,7,8.0
37.9,19.4,27.1,11.9,0.0,0.0,10.0,20,7,9.0
38.0,19.7,27.5,13.7,0.0,0.0,10.0,22,7,9.0
38.4,20.2,28.0,10.1,0.0,0.0,10.0,20,7,9.0
39.2,20.8,28.7,13.3,0.0,0.0,10.0,21,7,9.0
39.9,21.0,29.1,20.9,0.0,0.0,10.0,18,7,9.0
40.7,21.6,29.8,19.8,0.0,0.0,10.0,18,7,10.0
40.5,20.7,29.1,24.1,0.0,0.0,10.0,21,7,10.0
40.9,21.6,29.5,21.6,0.0,0.0,10.0,18,7,10.0
41.0,20.7,29.3,20.5,0.0,0.0,10.0,19,7,10.0
38.1,20.8,28.6,11.9,0.0,0.0,10.0,22,7,9.0
39.5,21.7,30.0,11.2,0.0,0.0,10.0,24,7,9.0
40.8,23.8,31.7,10.8,0.0,0.0,10.0,18,7,10.0
39.9,23.1,30.1,31.3,0.2,0.0,10.0,24,5,8.0
40.5,22.9,30.8,14.0,0.0,0.0,10.0,20,7,10.0
41.6,22.5,31.2,16.2,0.0,0.0,10.0,18,7,10.0
41.8,22.9,30.9,23.0,0.0,0.0,10.0,25,4,9.0
41.5,21.1,30.2,24.8,0.0,0.0,10.0,39,5,10.0
40.2,21.1,28.8,25.6,0.0,0.0,10.0,49,5,10.0
35.3,20.7,27.2,33.1,0.1,0.0,10.0,42,5,9.0
31.5,21.2,25.8,20.9,1.3,0.0,9.9,49,4,7.0
30.0,20.1,24.1,26.6,4.2,0.0,9.8,68,0,7.0
29.8,19.4,23.6,26.3,7.4,0.0,9.7,71,6,6.0
32.2,19.5,25.3,32.0,6.8,0.0,9.8,60,5,8.0
34.5,20.4,25.3,23.4,0.8,0.0,10.0,60,6,7.0
37.9,21.8,29.0,23.4,0.0,0.0,10.0,33,7,9.0
39.1,22.9,30.4,16.9,0.0,0.0,10.0,25,7,9.0
41.1,23.7,31.6,21.2,0.0,0.0,10.0,34,7,10.0
42.4,23.9,32.3,22.0,0.0,0.0,10.0,35,7,10.0
40.9,26.1,32.3,21.2,0.0,0.0,10.0,33,5,10.0
41.1,23.8,31.1,21.2,0.0,0.0,10.0,43,7,10.0
41.0,23.4,30.8,27.0,0.0,0.0,10.0,44,7,10.0
42.2,23.0,31.5,24.5,0.0,0.0,10.0,47,7,10.0
39.3,24.1,29.5,22.7,0.2,0.0,9.8,57,8,8.0
31.4,22.0,26.2,16.6,8.9,0.0,9.8,51,6,7.0
33.3,20.9,27.1,16.6,0.0,0.0,10.0,49,5,8.0
36.7,21.7,29.0,20.9,0.0,0.0,10.0,29,7,9.0
38.3,23.0,30.3,18.0,0.0,0.0,10.0,31,7,9.0
38.7,23.8,30.5,15.4,0.0,0.0,10.0,39,7,9.0
39.3,22.4,30.4,12.8,0.0,0.0,10.0,34,7,9.0
39.9,22.8,31.0,17.5,0.0,0.0,10.0,12,7,9.0
39.5,23.1,31.7,14.4,0.0,0.0,10.0,14,4,8.0
40.4,24.0,31.9,13.7,0.0,0.0,10.0,14,4,9.0
41.5,25.8,33.0,14.1,0.0,0.0,10.0,19,7,10.0
42.3,24.9,33.0,16.5,0.0,0.0,10.0,14,5,10.0
42.1,23.6,32.9,16.1,0.0,0.0,10.0,9,7,10.0
43.6,24.1,34.0,23.6,0.0,0.0,10.0,11,7,10.0
43.0,25.3,34.1,14.8,0.0,0.0,10.0,12,5,10.0
42.8,26.7,34.3,14.0,0.0,0.0,10.0,22,4,9.0
43.6,27.2,34.9,19.1,0.0,0.0,10.0,39,5,10.0
44.3,27.4,35.2,19.9,0.0,0.0,10.0,36,5,10.0
45.3,26.4,35.2,18.6,0.0,0.0,10.0,33,5,11.0
45.6,26.8,35.6,22.0,0.0,0.0,10.0,33,4,10.0
44.5,27.8,35.5,22.2,0.0,0.0,10.0,31,4,9.0
42.1,28.1,34.6,26.4,0.2,0.0,10.0,16,6,9.0
40.0,26.4,32.0,18.4,3.2,0.0,10.0,27,0,8.0
34.6,23.8,29.8,24.3,4.6,0.0,9.9,32,6,7.0
36.0,23.7,28.1,17.3,5.2,0.0,10.0,44,0,8.0
37.0,24.1,29.6,11.2,0.3,0.0,10.0,45,6,8.0
39.3,24.6,31.6,17.0,0.9,0.0,10.0,40,3,8.0
40.4,25.8,30.8,18.7,10.5,0.0,9.8,35,0,9.0
39.7,23.9,31.5,21.6,0.0,0.0,10.0,40,7,9.0
39.8,25.2,31.3,21.7,4.1,0.0,10.0,42,0,8.0
36.7,25.9,30.3,12.3,7.7,0.0,9.9,30,0,8.0
33.3,24.6,28.4,17.8,4.3,0.0,9.7,45,0,7.0
34.0,23.8,28.3,16.9,0.0,0.0,9.7,50,4,7.0
35.2,25.0,29.9,16.6,13.7,0.0,10.0,42,0,8.0
35.2,26.0,30.1,13.3,4.6,0.0,9.8,38,0,8.0
36.3,25.6,31.0,14.7,0.3,0.0,10.0,40,6,8.0
40.4,26.6,33.2,15.8,0.0,0.0,10.0,24,7,10.0
41.2,26.3,33.7,14.0,0.0,0.0,10.0,25,7,10.0
41.2,28.1,34.6,14.0,0.0,0.0,10.0,19,7,10.0
43.1,27.3,35.3,16.2,0.0,0.0,10.0,22,7,10.0
43.6,28.9,35.3,17.3,0.0,0.0,10.0,24,7,10.0
41.8,27.4,34.4,22.1,0.1,0.0,10.0,37,6,9.0
40.9,27.5,33.5,21.4,0.1,0.0,10.0,39,6,9.0
38.4,27.7,32.7,19.1,0.4,0.0,10.0,49,6,8.0
38.3,25.6,31.2,23.8,0.0,0.0,10.0,44,7,9.0
41.1,24.3,31.0,25.1,8.5,0.0,10.0,48,0,9.0
41.2,27.0,32.6,26.7,9.1,0.0,9.8,50,0,9.0
40.8,26.1,31.8,28.7,14.05,0.0,9.8,57,0,9.0
40.4,27.8,31.6,27.3,8.0,0.0,10.0,53,0,9.0
40.0,26.0,30.9,21.3,2.5,0.0,9.7,54,3,9.0
42.2,28.0,33.1,26.1,0.2,0.0,10.0,52,6,9.0
41.9,28.2,33.0,23.3,16.1,0.0,10.0,44,0,9.0
39.9,27.1,31.9,23.0,5.5,0.0,10.0,54,6,8.0
37.9,25.4,30.5,20.2,31.7,0.0,9.1,61,0,8.0
35.6,25.6,29.5,18.7,11.3,0.0,9.0,59,0,8.0
36.6,24.3,29.4,21.8,37.2,0.0,8.8,60,0,8.0
35.7,24.7,29.1,19.1,87.6,0.0,9.2,62,0,8.0
36.2,26.2,30.7,15.3,2.6,0.0,9.9,47,0,8.0
37.3,26.4,30.6,15.9,1.2,0.0,10.0,54,3,8.0
39.6,27.1,33.1,12.6,0.0,0.0,10.0,36,7,9.0
39.3,28.0,33.9,14.6,0.1,0.0,10.0,35,6,8.0
41.6,29.1,34.9,20.7,0.0,0.0,10.0,39,7,10.0
43.7,29.7,35.8,17.7,0.0,0.0,10.0,38,7,10.0
43.7,27.8,35.3,22.6,0.0,0.0,10.0,35,7,10.0
43.2,29.1,35.4,21.5,0.0,0.0,10.0,36,7,10.0
43.0,29.3,35.4,22.6,0.1,0.0,10.0,42,6,9.0
43.1,29.0,35.2,19.0,1.7,0.0,10.0,39,0,9.0
43.1,29.0,35.6,19.3,0.0,0.0,10.0,39,7,10.0
43.4,29.8,36.0,17.7,0.1,0.0,10.0,39,6,9.0
42.5,29.4,35.3,20.6,0.0,0.0,10.0,43,5,10.0
40.8,29.1,34.6,24.1,0.1,0.0,10.0,45,5,10.0
41.7,29.2,34.4,22.2,0.1,0.0,10.0,46,7,10.0
40.5,27.1,33.2,18.4,1.7,0.0,10.0,51,3,9.0
40.3,27.0,32.4,21.2,1.35,0.0,9.7,58,0,9.0
40.8,28.4,32.9,22.0,5.55,0.0,9.6,60,0,9.0
44.2,29.9,35.5,24.7,0.0,0.0,9.8,53,5,9.0
43.6,31.2,36.0,23.3,4.7,0.0,9.7,43,0,9.0
43.4,30.6,35.8,25.8,0.0,0.0,9.7,50,5,9.0
42.2,30.4,35.2,27.4,4.65,0.0,10.0,49,0,9.0
40.3,28.5,33.2,25.6,4.85,0.0,9.2,61,0,9.0
38.3,28.8,32.7,25.6,2.25,0.0,9.5,60,4,8.0
37.8,27.7,32.1,24.8,39.55,0.0,8.9,66,0,8.0
34.7,27.0,30.7,20.9,42.65,0.0,9.5,70,0,7.0
32.9,27.2,29.5,22.7,15.9,0.0,9.7,79,3,7.0
35.4,27.5,30.9,16.2,1.6,0.0,9.6,65,3,8.0
34.5,27.7,30.8,19.4,1.7,0.0,10.0,65,3,7.0
34.5,26.8,30.3,23.8,1.3,0.0,10.0,69,3,7.0
32.4,26.0,28.6,24.1,12.9,0.0,9.6,79,0,7.0
30.1,26.0,27.7,22.0,12.45,0.0,9.6,81,0,7.0
32.2,25.2,28.0,22.0,34.75,0.0,9.8,81,0,7.0
32.8,25.7,29.2,16.6,18.45,0.0,9.7,72,0,7.0
32.9,27.2,29.8,16.9,22.65,0.0,9.8,72,0,7.0
35.4,27.0,29.8,14.0,21.3,0.0,9.4,76,0,8.0
34.3,26.1,30.3,15.8,5.5,0.0,9.7,75,0,7.0
33.8,26.3,29.6,13.7,16.1,0.0,9.5,80,0,7.0
32.4,26.5,29.2,15.8,14.98,0.0,9.2,83,0,7.0
34.8,27.2,30.6,17.6,6.0,0.0,9.9,70,0,7.0
